accident_risk,flood_risk,traffic_risk,lighting_risk,road_condition,weather_condition,time_of_day,day_type,risk_score
29.7,65.1,86.7,44.4,60.1,Clear,Evening,Weekday,59.6
41.1,7.5,46.6,50.1,10.8,Clear,Evening,Weekend,33.1
8.6,86.6,87.0,42.4,64.2,Clear,Night,Weekday,60.9
47.8,36.4,66.5,36.2,14.7,Rain,Afternoon,Weekday,45.5
65.8,75.8,32.3,66.0,32.7,Clear,Night,Weekday,68.9
45.1,64.3,56.1,79.2,68.2,Rain,Morning,Weekday,73.5
34.6,60.6,42.3,8.6,73.9,Clear,Morning,Weekday,48.5
45.5,73.4,88.5,69.7,64.9,Clear,Night,Weekday,81.3
69.2,42.8,15.1,54.0,18.6,Heavy Rain,Morning,Weekend,58.5
76.5,88.1,35.7,60.9,38.3,Fog,Afternoon,Weekday,62.4
42.2,30.7,26.1,18.0,71.0,Heavy Rain,Morning,Weekday,53.6
61.8,23.3,74.8,76.5,37.0,Clear,Afternoon,Weekday,48.9
67.0,87.0,61.4,44.7,72.4,Rain,Afternoon,Weekday,74.8
52.5,17.4,15.4,39.2,38.2,Clear,Morning,Weekend,30.8
15.0,25.8,58.1,31.5,26.8,Fog,Night,Weekday,34.5
10.8,83.4,87.4,11.0,53.2,Heavy Rain,Night,Weekday,66.6
9.8,67.8,18.9,42.7,78.8,Clear,Morning,Weekday,40.6
33.4,73.8,21.1,48.8,65.0,Fog,Evening,Weekend,50.6
11.2,90.3,82.3,61.2,67.4,Clear,Night,Weekend,74.0
57.1,12.3,54.1,80.7,30.3,Clear,Morning,Weekday,46.8
41.7,32.3,78.0,82.7,11.6,Clear,Evening,Weekend,50.1
78.1,66.4,69.0,49.2,13.9,Heavy Rain,Evening,Weekday,88.2
16.7,44.4,81.8,83.6,37.6,Clear,Afternoon,Weekday,44.7
55.0,25.4,69.8,76.1,69.5,Rain,Night,Weekday,76.9
74.1,11.9,20.1,19.4,13.3,Clear,Evening,Weekday,31.3
56.5,48.1,19.8,11.1,28.8,Rain,Afternoon,Weekend,43.2
82.8,24.8,67.1,80.3,68.5,Clear,Evening,Weekday,70.0
64.3,50.3,14.3,77.0,62.9,Rain,Morning,Weekday,60.5
88.0,25.7,69.4,21.9,37.9,Heavy Rain,Morning,Weekend,61.5
60.2,45.8,19.1,44.9,12.5,Clear,Afternoon,Weekend,34.7
28.7,59.9,49.6,74.0,38.8,Clear,Morning,Weekday,48.7
9.4,32.5,53.3,32.8,11.9,Rain,Night,Weekend,35.4
73.9,58.2,70.6,32.3,72.2,Clear,Afternoon,Weekend,61.9
9.9,14.8,41.0,62.7,60.8,Heavy Rain,Night,Weekday,56.0
53.3,51.7,23.0,35.5,65.9,Fog,Morning,Weekday,50.9
85.8,12.7,30.0,48.4,35.3,Clear,Evening,Weekday,48.7
71.5,77.9,58.6,14.9,52.6,Clear,Morning,Weekday,60.0
42.4,47.0,87.3,43.4,73.3,Clear,Morning,Weekend,53.8
56.9,33.3,15.1,19.4,67.4,Clear,Night,Weekday,42.2
17.5,60.6,14.0,14.2,12.9,Rain,Night,Weekday,30.9
66.0,10.5,67.2,25.7,29.3,Rain,Night,Weekday,50.4
56.0,36.5,16.2,40.5,48.3,Clear,Afternoon,Weekday,40.6
40.4,62.8,80.1,16.4,34.5,Heavy Rain,Afternoon,Weekday,71.8
45.0,92.6,59.8,17.8,13.3,Fog,Night,Weekday,51.9
73.7,51.0,72.5,45.7,53.6,Clear,Morning,Weekend,55.6
66.7,39.3,89.8,11.3,15.8,Fog,Morning,Weekday,51.4
51.6,42.6,68.6,72.8,49.6,Clear,Afternoon,Weekday,52.5
27.9,80.2,33.4,24.5,28.2,Heavy Rain,Afternoon,Weekday,59.8
14.8,26.7,68.6,75.4,37.1,Clear,Afternoon,Weekend,39.0
56.4,45.4,43.5,50.5,72.0,Clear,Afternoon,Weekend,50.9
54.7,17.4,30.8,28.0,33.5,Clear,Afternoon,Weekend,33.0
58.8,74.5,82.0,75.1,11.2,Clear,Morning,Weekday,63.5
68.1,16.4,12.7,39.5,61.8,Fog,Morning,Weekend,44.8
81.9,36.9,42.2,49.6,63.4,Clear,Night,Weekend,61.2
57.4,94.5,13.6,64.1,36.6,Clear,Afternoon,Weekday,54.4
29.6,47.9,20.8,19.7,67.4,Fog,Night,Weekday,42.4
55.5,38.3,62.0,35.3,42.9,Rain,Afternoon,Weekend,51.6
30.3,35.7,55.1,76.8,53.5,Heavy Rain,Afternoon,Weekday,58.0
20.2,17.9,75.1,63.8,84.2,Clear,Afternoon,Weekday,46.2
13.5,30.6,19.5,26.9,42.9,Fog,Morning,Weekend,27.9
69.0,88.2,63.3,16.3,25.5,Heavy Rain,Evening,Weekday,83.1
86.6,53.6,73.9,5.5,72.4,Clear,Morning,Weekend,60.2
67.2,51.9,76.5,28.6,18.2,Heavy Rain,Evening,Weekday,84.3
27.4,82.8,89.4,63.5,18.7,Clear,Morning,Weekend,53.5
32.8,50.6,32.1,55.4,48.5,Heavy Rain,Evening,Weekday,77.0
41.8,88.9,73.5,30.4,73.1,Rain,Night,Weekday,70.8
5.7,17.3,40.1,80.5,60.5,Clear,Morning,Weekend,35.1
29.0,22.9,80.1,81.1,74.3,Heavy Rain,Morning,Weekday,66.2
22.7,21.0,43.5,26.0,38.5,Rain,Evening,Weekday,37.5
20.3,32.0,28.6,28.4,46.4,Heavy Rain,Afternoon,Weekday,41.0
13.2,15.1,80.5,65.4,31.5,Fog,Afternoon,Weekday,33.7
44.5,33.7,19.1,60.8,62.9,Heavy Rain,Afternoon,Weekend,56.4
40.0,26.1,33.3,45.6,76.7,Heavy Rain,Morning,Weekend,53.4
32.0,40.2,45.4,36.9,78.4,Clear,Evening,Weekday,51.0
31.2,41.9,55.8,18.3,25.5,Rain,Night,Weekday,41.7
56.4,6.8,67.8,69.2,16.8,Heavy Rain,Night,Weekend,62.8
60.7,51.7,39.0,20.9,21.8,Rain,Night,Weekday,54.2
82.4,34.8,27.2,63.7,80.5,Clear,Morning,Weekend,54.1
38.8,48.6,22.6,29.1,27.3,Heavy Rain,Morning,Weekday,48.4
71.6,64.0,20.5,64.2,30.2,Clear,Morning,Weekend,51.0
40.3,6.3,76.4,53.4,21.4,Heavy Rain,Evening,Weekday,51.0
31.5,34.1,51.0,6.9,30.6,Clear,Morning,Weekday,33.6
29.8,13.4,87.4,49.9,46.3,Fog,Afternoon,Weekday,39.5
47.2,40.4,39.8,48.7,18.1,Clear,Night,Weekday,42.7
36.4,55.7,61.4,31.6,70.7,Fog,Morning,Weekday,56.4
46.6,27.5,21.3,54.3,45.5,Heavy Rain,Afternoon,Weekday,51.2
26.4,33.0,37.0,17.0,34.1,Rain,Afternoon,Weekday,34.8
69.2,76.5,53.6,30.0,58.9,Clear,Evening,Weekday,65.4
89.4,12.3,18.4,60.9,38.2,Heavy Rain,Morning,Weekend,49.0
42.2,92.5,13.1,38.9,22.8,Heavy Rain,Afternoon,Weekend,60.9
38.9,31.7,44.8,28.5,79.1,Rain,Afternoon,Weekday,48.0
60.3,17.7,51.9,21.4,56.0,Heavy Rain,Afternoon,Weekday,52.6
84.6,88.4,67.6,73.2,20.2,Rain,Evening,Weekday,81.6
17.8,11.0,88.2,29.9,24.1,Rain,Afternoon,Weekday,30.7
44.8,19.1,38.0,49.7,27.0,Rain,Night,Weekday,47.5
78.8,57.6,34.5,55.0,40.2,Clear,Afternoon,Weekday,50.9
18.0,70.8,32.4,26.0,17.7,Heavy Rain,Afternoon,Weekend,52.1
70.6,58.3,32.2,69.6,75.4,Rain,Afternoon,Weekday,71.7
89.1,13.2,74.3,16.7,22.4,Heavy Rain,Afternoon,Weekend,49.0
48.5,44.6,63.2,31.2,47.5,Clear,Afternoon,Weekday,45.0
45.3,33.1,51.8,47.5,76.2,Heavy Rain,Night,Weekend,71.2
65.5,80.6,54.8,44.2,69.2,Rain,Afternoon,Weekday,71.2
7.2,37.9,47.3,58.6,64.6,Clear,Afternoon,Weekend,40.0
37.5,21.1,69.8,5.9,43.2,Rain,Morning,Weekday,42.0
36.4,27.8,83.7,53.5,12.5,Clear,Afternoon,Weekday,40.0
26.5,61.3,87.7,70.9,74.7,Fog,Night,Weekday,74.8
45.2,83.7,70.0,69.6,12.9,Clear,Night,Weekday,70.2
79.0,16.8,43.6,72.7,14.2,Rain,Morning,Weekday,53.0
88.6,22.5,59.1,6.3,72.8,Heavy Rain,Afternoon,Weekday,64.6
54.9,90.0,51.3,80.2,40.2,Heavy Rain,Evening,Weekday,91.8
47.6,70.6,16.7,40.5,30.7,Clear,Afternoon,Weekday,42.6
76.2,5.3,31.9,33.1,35.6,Rain,Evening,Weekday,47.4
14.9,13.2,68.4,19.9,54.3,Fog,Evening,Weekend,31.7
36.8,12.3,67.9,24.7,72.8,Rain,Night,Weekday,48.9
16.3,9.8,66.5,19.2,20.5,Clear,Morning,Weekday,30.0
20.1,31.5,65.8,26.2,46.7,Rain,Afternoon,Weekday,39.5
58.6,79.9,12.9,71.8,38.9,Rain,Morning,Weekday,60.8
73.9,76.7,26.6,61.0,47.8,Heavy Rain,Evening,Weekday,89.8
26.9,47.1,12.5,14.2,59.4,Clear,Morning,Weekday,32.0
37.1,58.0,12.7,61.1,57.2,Heavy Rain,Morning,Weekday,69.3
60.1,14.0,83.1,29.5,45.0,Clear,Morning,Weekend,44.2
54.0,44.1,41.9,71.7,28.9,Clear,Afternoon,Weekday,44.3
87.5,84.0,71.1,77.1,48.0,Clear,Evening,Weekend,77.0
7.4,51.1,83.8,75.9,82.4,Fog,Morning,Weekend,54.2
16.0,35.0,86.8,82.6,33.2,Heavy Rain,Evening,Weekday,62.8
5.1,18.3,80.6,29.1,16.0,Clear,Morning,Weekday,28.9
63.2,81.1,39.9,43.2,35.9,Rain,Evening,Weekday,70.4
61.8,79.8,66.5,66.0,17.2,Clear,Evening,Weekday,67.1
81.3,78.8,68.4,39.0,39.5,Clear,Afternoon,Weekend,62.2
23.8,59.8,71.4,34.5,35.5,Heavy Rain,Evening,Weekend,71.3
59.9,17.4,25.0,21.9,42.7,Clear,Evening,Weekday,35.9
37.9,78.9,12.8,81.7,41.6,Clear,Evening,Weekend,53.3
12.0,66.7,18.1,74.0,70.3,Clear,Afternoon,Weekday,42.9
43.6,48.8,86.8,37.1,67.9,Clear,Morning,Weekday,57.4
73.2,45.5,39.8,42.9,35.1,Rain,Afternoon,Weekend,60.1
50.2,39.5,64.0,17.0,35.3,Fog,Afternoon,Weekday,44.9
66.8,45.9,13.9,27.5,19.1,Rain,Afternoon,Weekend,47.2
26.4,35.4,33.7,70.5,50.7,Clear,Afternoon,Weekday,38.0
59.1,58.6,38.6,7.9,65.4,Clear,Morning,Weekday,50.7
58.8,43.8,32.0,82.7,61.7,Clear,Evening,Weekend,59.1
49.5,46.3,16.1,34.8,21.0,Fog,Evening,Weekend,38.4
88.3,12.1,84.2,64.9,41.7,Clear,Night,Weekday,72.4
80.0,80.3,44.7,14.3,24.4,Clear,Afternoon,Weekday,53.4
25.7,76.9,39.9,42.8,67.1,Clear,Evening,Weekend,50.2
62.1,59.4,82.8,59.3,30.5,Clear,Morning,Weekday,58.3
27.7,58.9,88.1,30.5,26.6,Clear,Afternoon,Weekday,42.8
65.5,79.4,57.0,55.8,34.7,Clear,Night,Weekday,72.2
34.4,45.0,47.0,64.4,25.8,Rain,Evening,Weekday,52.5
77.4,92.1,60.5,49.9,35.9,Clear,Night,Weekday,69.0
31.8,65.7,12.4,55.0,22.5,Clear,Afternoon,Weekend,33.7
87.7,55.1,49.3,23.8,79.1,Clear,Evening,Weekend,59.8
23.6,94.3,55.7,19.3,21.9,Heavy Rain,Evening,Weekday,63.4
68.9,42.6,57.9,30.6,37.2,Clear,Night,Weekend,52.8
32.0,53.2,41.4,73.7,47.1,Rain,Evening,Weekday,63.1
20.1,31.0,52.6,31.7,44.8,Clear,Night,Weekday,38.3
87.8,41.9,60.9,54.5,20.4,Rain,Night,Weekday,76.0
85.4,34.3,30.0,50.5,45.4,Clear,Afternoon,Weekend,51.0
60.6,54.7,79.1,73.0,22.1,Clear,Night,Weekday,71.9
83.3,34.0,33.4,76.6,25.5,Rain,Morning,Weekday,60.7
72.7,92.6,50.0,13.9,55.3,Clear,Night,Weekday,60.6
86.8,5.6,12.6,59.1,75.0,Fog,Night,Weekday,65.5
27.1,69.4,19.7,67.1,58.5,Rain,Morning,Weekday,55.9
29.9,40.9,75.8,66.5,37.3,Heavy Rain,Afternoon,Weekday,59.6
15.5,18.1,31.0,71.0,66.5,Clear,Morning,Weekday,35.9
82.6,76.6,26.8,12.8,58.2,Clear,Night,Weekday,54.8
27.1,31.6,45.6,68.0,62.5,Rain,Afternoon,Weekend,45.4
29.5,24.9,39.7,34.0,31.8,Fog,Morning,Weekday,33.8
42.4,31.5,69.5,60.6,21.0,Clear,Afternoon,Weekday,39.1
23.0,32.3,56.7,25.8,64.1,Heavy Rain,Night,Weekday,54.5
19.5,36.0,22.5,73.2,33.6,Clear,Night,Weekday,46.0
49.6,20.8,81.8,6.1,81.0,Clear,Afternoon,Weekday,45.3
71.1,76.0,62.0,33.5,44.4,Fog,Night,Weekend,67.5
71.6,52.2,28.3,21.2,59.8,Clear,Morning,Weekday,47.5
52.0,53.1,69.3,74.8,82.8,Clear,Afternoon,Weekday,60.4
67.9,67.1,62.1,24.6,61.7,Rain,Morning,Weekday,72.8
12.8,22.1,76.5,10.1,77.7,Rain,Morning,Weekday,44.8
54.4,46.8,53.0,67.5,33.9,Rain,Morning,Weekday,58.4
21.8,53.8,27.2,44.0,52.7,Rain,Night,Weekday,52.0
71.1,22.5,74.5,54.2,44.2,Clear,Evening,Weekday,59.6
20.0,50.7,51.1,81.1,32.5,Heavy Rain,Morning,Weekday,71.1
31.2,44.6,88.2,80.7,46.6,Clear,Night,Weekday,64.4
10.6,43.9,34.4,79.0,43.2,Rain,Afternoon,Weekday,42.9
69.8,24.2,50.1,30.6,49.8,Clear,Afternoon,Weekday,44.8
18.1,19.1,71.3,67.9,73.9,Rain,Morning,Weekend,49.1
60.5,76.0,72.4,26.6,80.0,Rain,Night,Weekday,74.7
33.4,36.9,69.6,41.0,41.9,Clear,Afternoon,Weekend,41.0
87.3,36.8,74.4,83.0,67.5,Clear,Evening,Weekday,77.6
30.1,38.6,35.7,68.3,34.4,Rain,Morning,Weekday,45.9
77.8,14.6,29.5,31.0,46.0,Heavy Rain,Afternoon,Weekend,49.0
61.1,66.9,82.7,44.0,31.0,Rain,Afternoon,Weekday,67.6
28.5,38.3,83.9,13.9,20.1,Heavy Rain,Afternoon,Weekend,48.3
17.9,18.5,33.9,21.0,16.6,Clear,Afternoon,Weekend,19.0
50.1,31.2,11.7,66.8,15.1,Heavy Rain,Evening,Weekday,54.0
81.9,45.1,80.8,19.7,45.1,Rain,Afternoon,Weekday,64.5
26.7,72.3,11.9,14.5,40.8,Clear,Afternoon,Weekday,34.1
82.6,51.1,11.3,40.0,12.4,Rain,Evening,Weekend,53.4
53.9,62.1,68.8,50.2,83.1,Heavy Rain,Afternoon,Weekend,90.5
12.5,88.0,58.8,84.4,66.4,Heavy Rain,Afternoon,Weekday,73.9
79.8,71.5,62.0,10.8,58.6,Clear,Afternoon,Weekday,59.9
41.8,6.9,56.0,5.5,72.1,Clear,Morning,Weekday,37.6
23.9,65.7,36.1,41.6,59.9,Heavy Rain,Afternoon,Weekday,68.7
78.7,18.7,71.8,21.5,23.6,Clear,Evening,Weekend,46.3
50.9,90.9,36.2,30.2,27.3,Clear,Afternoon,Weekday,46.8
84.6,24.6,38.4,16.0,77.4,Clear,Evening,Weekday,52.6
68.2,71.6,40.4,40.7,39.9,Clear,Afternoon,Weekend,50.4
19.9,87.2,68.0,14.7,66.7,Clear,Afternoon,Weekday,51.0
31.9,22.2,88.8,69.0,37.0,Clear,Morning,Weekday,44.4
73.3,41.0,78.6,33.4,80.9,Heavy Rain,Afternoon,Weekend,79.0
90.0,12.6,61.5,36.2,45.4,Fog,Morning,Weekday,54.4
17.0,27.4,55.2,15.2,21.7,Rain,Evening,Weekday,35.7
78.6,64.5,39.7,38.2,21.8,Clear,Night,Weekend,56.2
73.9,21.3,80.3,13.8,22.2,Rain,Afternoon,Weekday,53.2
27.5,33.9,72.7,31.5,76.7,Clear,Night,Weekend,46.9
37.0,58.9,52.0,17.7,11.1,Fog,Morning,Weekend,35.4
45.4,93.5,78.5,47.9,20.1,Rain,Evening,Weekday,69.0
81.7,16.5,62.5,34.2,56.0,Heavy Rain,Afternoon,Weekend,62.2
21.7,24.7,20.4,80.4,26.9,Clear,Morning,Weekday,33.3
13.9,25.4,24.8,57.7,34.6,Fog,Evening,Weekday,34.4
80.1,73.4,20.5,38.8,59.6,Rain,Night,Weekday,73.8
37.7,9.3,25.8,19.6,20.7,Clear,Evening,Weekday,24.5
53.6,48.5,37.5,55.3,71.3,Rain,Afternoon,Weekday,60.4
51.4,15.6,32.3,66.5,79.3,Clear,Night,Weekday,62.6
46.4,54.4,63.1,58.4,35.7,Rain,Morning,Weekday,62.3
87.0,16.4,28.2,41.6,18.3,Rain,Morning,Weekend,42.9
42.1,93.6,16.6,74.4,47.9,Clear,Night,Weekend,66.1
76.4,25.0,11.3,63.7,36.5,Rain,Morning,Weekend,50.0
73.0,37.6,28.4,80.8,49.8,Clear,Morning,Weekday,53.8
57.5,80.9,70.1,17.2,80.7,Rain,Night,Weekday,74.9
85.7,31.7,82.1,82.8,77.0,Rain,Morning,Weekend,71.4
26.4,55.0,34.9,78.8,56.0,Fog,Morning,Weekday,47.2
74.9,73.8,74.6,81.1,28.2,Heavy Rain,Evening,Weekday,98.0
75.9,11.3,87.1,27.1,76.9,Clear,Evening,Weekend,54.2
42.7,65.5,70.8,5.9,18.8,Clear,Morning,Weekday,45.7
61.1,31.9,20.0,64.4,44.1,Clear,Night,Weekend,57.9
28.1,93.9,40.5,76.3,18.5,Rain,Afternoon,Weekend,53.1
72.5,73.3,28.0,13.2,84.8,Rain,Afternoon,Weekday,70.2
61.5,80.3,87.1,38.7,57.9,Heavy Rain,Morning,Weekend,86.3
26.4,50.7,43.6,71.9,83.7,Clear,Morning,Weekend,48.8
47.1,58.2,63.3,13.3,68.6,Heavy Rain,Afternoon,Weekend,76.7
49.1,88.3,40.6,53.1,54.3,Heavy Rain,Night,Weekday,89.8
69.9,37.5,63.8,77.3,41.6,Clear,Evening,Weekday,66.0
77.4,56.6,51.8,80.2,71.0,Rain,Evening,Weekday,82.0
53.2,7.2,85.7,12.9,79.1,Heavy Rain,Evening,Weekend,54.7
74.6,36.0,87.9,24.9,43.5,Clear,Afternoon,Weekend,51.6
72.5,23.8,71.7,48.8,34.1,Clear,Afternoon,Weekend,50.1
77.8,35.0,59.3,64.2,72.7,Clear,Evening,Weekday,68.9
59.4,33.2,49.8,19.9,38.7,Clear,Evening,Weekday,46.5
81.1,72.9,86.7,30.8,18.4,Rain,Night,Weekday,73.8
69.3,53.4,41.8,60.7,24.9,Clear,Afternoon,Weekend,48.5
27.4,69.4,52.6,36.7,79.1,Clear,Night,Weekend,57.3
30.0,56.3,16.6,85.0,43.2,Clear,Afternoon,Weekday,40.9
47.0,80.0,88.7,24.6,26.9,Rain,Morning,Weekday,62.8
6.8,60.1,77.0,38.2,51.3,Rain,Afternoon,Weekend,48.8
58.3,85.0,88.3,64.7,63.0,Fog,Evening,Weekday,78.6
81.5,89.3,35.6,33.6,81.9,Clear,Night,Weekend,68.7
50.8,16.6,88.5,67.7,48.1,Rain,Afternoon,Weekend,55.8
66.2,69.6,61.6,49.3,83.9,Rain,Afternoon,Weekday,76.7
47.3,44.3,86.3,18.7,52.0,Rain,Morning,Weekday,61.3
17.6,66.4,15.2,62.5,52.7,Fog,Evening,Weekday,46.2
64.9,89.8,88.9,22.2,43.9,Rain,Evening,Weekday,74.9
79.5,90.2,21.5,48.2,61.1,Clear,Morning,Weekday,63.4
35.5,15.8,88.2,54.1,49.7,Heavy Rain,Evening,Weekday,60.4
69.5,21.1,24.5,57.0,47.1,Clear,Morning,Weekend,42.8
85.7,39.9,42.6,60.7,20.4,Clear,Morning,Weekday,53.1
79.7,50.0,24.8,37.1,27.0,Fog,Evening,Weekday,54.7
49.5,6.8,58.5,83.6,14.4,Clear,Morning,Weekend,38.0
5.4,39.6,12.2,77.4,52.3,Heavy Rain,Night,Weekday,60.0
20.5,24.7,37.6,74.8,78.4,Rain,Afternoon,Weekend,46.3
79.8,21.0,21.9,70.5,12.3,Clear,Afternoon,Weekend,42.3
73.6,33.0,33.3,32.9,23.5,Rain,Night,Weekday,54.4
89.8,87.8,85.0,79.3,51.1,Clear,Afternoon,Weekday,76.6
33.8,37.9,29.2,70.4,24.1,Clear,Afternoon,Weekend,37.8
73.9,86.9,66.6,72.1,17.4,Rain,Evening,Weekday,81.1
53.9,52.9,41.5,48.7,25.1,Clear,Afternoon,Weekday,45.6
41.2,44.2,16.6,6.9,17.8,Rain,Evening,Weekday,38.5
70.5,74.4,65.9,47.2,13.1,Fog,Afternoon,Weekday,59.6
51.1,62.7,69.1,47.7,13.5,Clear,Morning,Weekend,45.1
75.2,83.6,69.1,46.9,23.4,Clear,Evening,Weekend,61.2
85.7,85.3,67.0,10.8,25.3,Clear,Evening,Weekday,64.8
22.5,67.0,83.9,5.4,28.0,Heavy Rain,Evening,Weekend,65.6
75.3,38.5,77.0,8.6,20.6,Clear,Evening,Weekend,45.6
53.5,82.7,60.1,21.4,75.9,Heavy Rain,Morning,Weekday,85.0
40.2,30.0,82.1,70.3,46.6,Rain,Evening,Weekday,65.1
43.2,64.7,27.8,56.0,18.6,Fog,Afternoon,Weekday,42.0
85.2,28.1,64.5,79.4,39.9,Rain,Morning,Weekday,64.8
15.1,79.1,80.7,81.0,51.6,Rain,Morning,Weekend,61.0
14.3,25.6,76.6,19.8,67.2,Heavy Rain,Morning,Weekday,52.0
17.1,58.7,13.3,79.7,67.5,Clear,Morning,Weekday,43.6
85.6,35.7,86.0,78.7,36.3,Clear,Evening,Weekday,68.8
29.8,10.7,24.7,20.5,59.4,Clear,Night,Weekday,29.0
49.9,55.1,21.5,82.1,14.3,Rain,Afternoon,Weekday,51.8
19.4,89.0,39.6,16.5,17.8,Clear,Afternoon,Weekday,38.2
70.3,15.8,28.0,55.3,52.3,Clear,Evening,Weekend,49.2
59.8,30.4,59.3,41.0,66.1,Rain,Evening,Weekday,66.5
43.7,87.7,22.3,47.9,37.0,Clear,Evening,Weekday,54.6
89.9,84.4,39.4,6.7,70.4,Clear,Afternoon,Weekday,61.6
24.3,41.2,77.2,33.2,80.6,Clear,Afternoon,Weekend,47.1
38.0,37.7,36.1,36.9,64.2,Clear,Morning,Weekday,41.3
79.3,64.3,59.5,77.0,51.1,Heavy Rain,Afternoon,Weekday,89.3
17.0,14.8,62.2,29.0,72.5,Heavy Rain,Evening,Weekday,47.9
51.9,19.1,40.7,46.4,23.5,Clear,Evening,Weekday,41.6
28.2,72.1,55.1,17.5,40.1,Heavy Rain,Morning,Weekday,67.3
78.8,16.7,84.5,30.3,80.0,Rain,Evening,Weekend,66.3
71.9,12.7,10.7,74.0,14.0,Heavy Rain,Afternoon,Weekend,43.8
17.8,24.2,77.3,34.0,78.2,Rain,Evening,Weekday,53.8
29.6,14.1,55.0,77.1,21.4,Clear,Afternoon,Weekday,32.5
51.9,47.3,88.7,60.2,77.8,Fog,Evening,Weekday,70.5
69.2,17.2,40.5,35.3,22.8,Clear,Evening,Weekend,41.8
54.7,21.4,81.5,82.6,81.0,Rain,Night,Weekend,80.5
10.9,17.1,34.0,36.5,21.2,Fog,Evening,Weekday,28.9
32.3,69.0,85.9,11.6,55.2,Heavy Rain,Morning,Weekend,72.7
19.4,81.6,25.4,27.4,49.0,Fog,Afternoon,Weekend,38.4
25.3,32.6,45.9,39.6,13.0,Heavy Rain,Evening,Weekday,44.2
51.9,16.8,88.3,54.9,65.1,Clear,Afternoon,Weekend,50.4
8.1,65.5,65.7,31.9,70.2,Heavy Rain,Evening,Weekday,73.3
85.1,69.7,54.2,44.1,30.0,Fog,Night,Weekday,67.8
32.1,50.8,19.1,69.9,70.5,Clear,Morning,Weekday,44.1
73.1,75.1,79.1,5.8,11.0,Heavy Rain,Night,Weekday,74.4
58.2,83.4,46.9,74.9,69.0,Clear,Morning,Weekday,65.0
68.4,12.3,17.3,81.1,10.3,Heavy Rain,Morning,Weekday,44.2
32.2,52.6,48.1,20.8,84.1,Rain,Morning,Weekday,57.2
78.5,10.5,24.8,5.5,23.2,Clear,Morning,Weekday,35.0
64.5,68.3,16.1,20.0,34.1,Fog,Morning,Weekday,47.5
56.1,50.6,32.8,39.1,71.8,Heavy Rain,Afternoon,Weekday,81.7
26.4,72.9,15.2,10.0,35.8,Heavy Rain,Evening,Weekend,53.3
70.0,69.4,11.0,64.5,16.6,Rain,Night,Weekday,75.8
62.6,10.9,31.0,72.2,43.8,Heavy Rain,Afternoon,Weekday,52.3
31.6,94.9,25.2,52.0,13.2,Clear,Afternoon,Weekday,44.7
77.0,92.5,47.1,76.9,43.9,Clear,Evening,Weekday,72.5
16.9,33.5,89.2,55.6,40.0,Clear,Evening,Weekday,47.0
55.4,21.6,17.6,36.3,21.2,Clear,Morning,Weekday,30.5
86.2,54.4,28.2,43.9,64.3,Clear,Night,Weekday,64.2
10.1,91.5,15.4,30.9,45.8,Clear,Morning,Weekend,39.3
40.4,6.2,34.6,17.7,57.3,Rain,Afternoon,Weekday,32.3
29.0,70.2,74.6,74.1,37.7,Fog,Morning,Weekday,58.0
22.8,34.4,28.7,74.7,33.4,Fog,Night,Weekend,50.6
54.1,34.8,25.6,15.2,34.1,Rain,Night,Weekday,44.1
25.1,78.8,49.1,42.6,11.5,Rain,Morning,Weekend,47.3
11.9,49.2,58.2,76.3,81.9,Clear,Afternoon,Weekend,50.3
28.5,17.9,77.8,9.7,28.5,Rain,Afternoon,Weekend,34.8
17.4,29.5,35.6,83.8,55.4,Rain,Evening,Weekday,52.5
55.8,15.8,68.7,63.8,24.6,Heavy Rain,Morning,Weekend,51.8
74.6,6.0,30.9,16.5,11.9,Rain,Evening,Weekday,39.6
82.3,18.3,60.1,49.4,54.5,Heavy Rain,Morning,Weekday,65.3
65.0,45.8,23.0,15.3,81.7,Clear,Night,Weekday,48.5
31.8,69.8,54.0,55.3,58.5,Clear,Afternoon,Weekend,48.3
29.0,55.9,55.5,75.7,14.2,Heavy Rain,Morning,Weekday,68.0
17.9,52.1,85.2,23.8,66.6,Fog,Afternoon,Weekday,47.9
46.9,54.1,52.0,56.3,39.7,Clear,Evening,Weekend,51.4
14.8,87.0,30.9,24.1,58.4,Rain,Morning,Weekend,44.7
8.6,24.7,28.6,17.2,75.3,Rain,Afternoon,Weekend,32.1
6.6,73.9,49.4,58.6,62.3,Rain,Morning,Weekday,53.5
54.5,5.6,66.1,51.5,37.6,Fog,Morning,Weekday,47.0
82.8,72.0,32.5,49.5,48.3,Clear,Morning,Weekday,58.7
32.8,28.4,19.5,27.8,12.2,Rain,Evening,Weekday,32.0
20.7,8.7,74.4,64.4,75.6,Clear,Afternoon,Weekend,43.8
62.3,84.8,75.4,33.9,14.1,Rain,Afternoon,Weekend,61.8
48.4,32.9,27.3,19.5,35.0,Rain,Evening,Weekday,43.1
38.2,72.8,83.7,43.4,54.8,Heavy Rain,Evening,Weekend,80.2
14.1,5.0,12.5,9.0,10.8,Clear,Morning,Weekday,11.9
86.7,13.8,39.4,56.7,82.8,Heavy Rain,Afternoon,Weekday,64.8
30.3,8.1,19.6,16.3,44.3,Fog,Night,Weekend,24.7
59.1,90.7,73.4,75.4,79.9,Clear,Morning,Weekend,71.7
80.3,67.5,31.9,6.8,52.2,Clear,Evening,Weekday,52.7
